Conditions,DateUTC,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeAKDT,TimeAKST,TimeBST,TimeGMT,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees
Unknown,2011-04-23 19:20:00,10.0,,-,52,N/A,1013,20.0,,,8:20 PM,,10.0,West,16.7,270
Unknown,2011-04-23 19:50:00,10.0,,-,52,N/A,1013,20.0,,,8:50 PM,,10.0,WSW,14.8,250
Unknown,2011-04-23 20:20:00,11.0,,-,60,N/A,1014,19.0,,,9:20 PM,,10.0,Variable,5.6,0
Unknown,2011-04-23 20:50:00,12.0,,-,68,N/A,1014,18.0,,,9:50 PM,,10.0,ESE,7.4,110
Unknown,2011-04-23 21:20:00,11.0,,-,64,N/A,1014,18.0,,,10:20 PM,,10.0,ENE,9.3,60
Unknown,2011-04-23 21:50:00,12.0,,-,72,N/A,1014,17.0,,,10:50 PM,,10.0,ENE,7.4,70
Unknown,2011-04-23 22:20:00,11.0,,-,72,N/A,1014,16.0,,,11:20 PM,,10.0,East,7.4,90
Unknown,2011-04-23 22:50:00,10.0,,-,68,N/A,1014,16.0,,,11:50 PM,,9.0,East,5.6,80
Unknown,2011-04-15 23:20:00,5.0,,-,62,N/A,1022,12.0,,,12:20 AM,,10.0,SW,7.4,220
Unknown,2011-04-15 23:50:00,5.0,,-,62,N/A,1022,12.0,,,12:50 AM,,10.0,SW,11.1,230
Unknown,2011-04-16 00:20:00,5.0,,-,62,N/A,1022,12.0,,,1:20 AM,,10.0,SW,11.1,220
Unknown,2011-04-16 00:50:00,5.0,,-,62,N/A,1021,12.0,,,1:50 AM,,10.0,WSW,9.3,240
Unknown,2011-04-16 01:20:00,4.0,,-,58,N/A,1021,12.0,,,2:20 AM,,10.0,WSW,13.0,240
Unknown,2011-04-16 01:50:00,4.0,,-,58,N/A,1021,12.0,,,2:50 AM,,10.0,WSW,11.1,240
Unknown,2011-04-16 02:20:00,4.0,,-,58,N/A,1021,12.0,,,3:20 AM,,10.0,WSW,11.1,240
Unknown,2011-04-16 02:50:00,4.0,,-,62,N/A,1021,11.0,,,3:50 AM,,10.0,WSW,9.3,240
Unknown,2011-04-16 03:20:00,5.0,,-,67,N/A,1021,11.0,,,4:20 AM,,10.0,SW,7.4,230
Unknown,2011-04-16 03:50:00,5.0,,-,67,N/A,1021,11.0,,,4:50 AM,,10.0,WSW,11.1,240
Unknown,2011-04-16 04:20:00,5.0,,-,67,N/A,1021,11.0,,,5:20 AM,,10.0,WSW,9.3,250
Unknown,2011-04-16 04:50:00,5.0,,-,67,N/A,1021,11.0,,,5:50 AM,,10.0,SSW,7.4,210
Clear,2011-04-16 05:20:00,5.0,,-,67,N/A,1021,11.0,,,6:20 AM,,-9999.0,SW,11.1,220
Clear,2011-04-16 05:50:00,5.0,,-,67,N/A,1022,11.0,,,6:50 AM,,-9999.0,SW,9.3,230
Clear,2011-04-16 06:20:00,5.0,,-,67,N/A,1022,11.0,,,7:20 AM,,-9999.0,SW,7.4,230
Clear,2011-04-16 06:50:00,6.0,,-,71,N/A,1022,11.0,,,7:50 AM,,-9999.0,Variable,5.6,0
Clear,2011-04-16 07:20:00,6.0,,-,71,N/A,1022,11.0,,,8:20 AM,,-9999.0,WSW,3.7,240
Clear,2011-04-16 07:50:00,6.0,,-,67,N/A,1022,12.0,,,8:50 AM,,-9999.0,Variable,3.7,0
Clear,2011-04-16 08:20:00,6.0,,-,67,N/A,1022,12.0,,,9:20 AM,,-9999.0,Variable,5.6,0
Clear,2011-04-16 08:50:00,6.0,,-,63,N/A,1023,13.0,,,9:50 AM,,-9999.0,SSW,7.4,210
Clear,2011-04-16 09:20:00,7.0,,-,63,N/A,1023,14.0,,,10:20 AM,,-9999.0,SW,7.4,230
Clear,2011-04-16 09:50:00,6.0,,-,55,N/A,1023,15.0,,,10:50 AM,,-9999.0,WSW,9.3,250
Clear,2011-04-16 10:20:00,6.0,,-,55,N/A,1023,15.0,,,11:20 AM,,-9999.0,West,9.3,260
Clear,2011-04-16 10:50:00,5.0,,-,48,N/A,1023,16.0,,,11:50 AM,,-9999.0,West,11.1,260
Clear,2011-04-16 11:20:00,5.0,,-,48,N/A,1022,16.0,,,12:20 PM,,-9999.0,WSW,11.1,240
Unknown,2011-04-16 11:50:00,5.0,,-,45,N/A,1022,17.0,,,12:50 PM,,10.0,SW,9.3,230
Unknown,2011-04-16 12:20:00,5.0,,-,45,N/A,1022,17.0,,,1:20 PM,,10.0,West,11.1,260
Unknown,2011-04-16 12:50:00,4.0,,-,40,N/A,1022,18.0,,,1:50 PM,,10.0,SW,7.4,220
Unknown,2011-04-16 13:20:00,5.0,,-,45,N/A,1022,17.0,,,2:20 PM,,10.0,SSW,7.4,210
Unknown,2011-04-16 13:50:00,4.0,,-,42,N/A,1022,17.0,,,2:50 PM,,10.0,Variable,5.6,0
Unknown,2011-04-16 14:20:00,4.0,,-,42,N/A,1022,17.0,,,3:20 PM,,10.0,Variable,5.6,0
Scattered Clouds,2011-04-16 14:50:00,7.0,,-,55,N/A,1022,16.0,,,3:50 PM,,10.0,NW,9.3,310
Scattered Clouds,2011-04-16 15:20:00,7.0,,-,55,N/A,1022,16.0,,,4:20 PM,,10.0,North,11.1,10
Mostly Cloudy,2011-04-16 15:50:00,6.0,,-,52,N/A,1022,16.0,,,4:50 PM,,10.0,NNW,7.4,340
Overcast,2011-04-16 16:20:00,7.0,,-,55,N/A,1022,16.0,,,5:20 PM,,10.0,North,7.4,360
Unknown,2011-04-16 16:50:00,7.0,,-,55,N/A,1022,16.0,,,5:50 PM,,10.0,NNE,7.4,20
Unknown,2011-04-16 17:20:00,7.0,,-,55,N/A,1022,16.0,,,6:20 PM,,10.0,NNE,7.4,30
Unknown,2011-04-16 17:50:00,8.0,,-,59,N/A,1022,16.0,,,6:50 PM,,10.0,ENE,7.4,70
Unknown,2011-04-16 18:20:00,8.0,,-,59,N/A,1022,16.0,,,7:20 PM,,10.0,ENE,5.6,70
Unknown,2011-04-16 18:50:00,9.0,,-,67,N/A,1023,15.0,,,7:50 PM,,10.0,East,3.7,80
Unknown,2011-04-16 19:20:00,9.0,,-,67,N/A,1023,15.0,,,8:20 PM,,10.0,ENE,3.7,60
Unknown,2011-04-16 19:50:00,8.0,,-,63,N/A,1023,15.0,,,8:50 PM,,10.0,Calm,Calm,0
Unknown,2011-04-16 20:20:00,9.0,,-,72,N/A,1023,14.0,,,9:20 PM,,10.0,Calm,Calm,0
Unknown,2011-04-16 20:50:00,9.0,,-,72,N/A,1023,14.0,,,9:50 PM,,10.0,South,3.7,180
Unknown,2011-04-16 21:20:00,8.0,,-,72,N/A,1023,13.0,,,10:20 PM,,10.0,Calm,Calm,0
Unknown,2011-04-16 21:50:00,7.0,,-,67,N/A,1023,13.0,,,10:50 PM,,10.0,SSW,5.6,210
Unknown,2011-04-16 22:50:00,7.0,,-,72,N/A,1024,12.0,,,11:50 PM,,10.0,SW,5.6,220
Unknown,2011-04-01 23:20:00,10.0,,-,72,N/A,1014,15.0,,,12:20 AM,,10.0,South,9.3,170
Unknown,2011-04-01 23:50:00,10.0,,-,72,N/A,1014,15.0,,,12:50 AM,,10.0,South,14.8,180
Unknown,2011-04-02 00:20:00,10.0,,-,77,N/A,1014,14.0,,,1:20 AM,,10.0,South,13.0,170
Unknown,2011-04-02 00:50:00,10.0,,-,77,N/A,1013,14.0,,,1:50 AM,,10.0,South,14.8,170
Unknown,2011-04-02 01:20:00,10.0,,-,77,N/A,1013,14.0,,,2:20 AM,,10.0,SSE,13.0,160
Unknown,2011-04-02 01:50:00,10.0,,-,82,N/A,1012,13.0,,,2:50 AM,,10.0,SE,11.1,140
Unknown,2011-04-02 02:20:00,10.0,,-,88,N/A,1012,12.0,,,3:20 AM,,10.0,ESE,9.3,120
Unknown,2011-04-02 02:50:00,9.0,,-,88,N/A,1011,11.0,,,3:50 AM,,10.0,ESE,7.4,110
Unknown,2011-04-02 03:20:00,10.0,,-,88,N/A,1011,12.0,,,4:20 AM,,10.0,ESE,11.1,120
Unknown,2011-04-02 03:50:00,10.0,,-,82,N/A,1010,13.0,,,4:50 AM,,10.0,SE,11.1,140
Unknown,2011-04-02 04:20:00,10.0,,-,77,N/A,1010,14.0,,,5:20 AM,,10.0,SSE,22.2,160
Unknown,2011-04-02 04:50:00,10.0,,-,77,N/A,1009,14.0,,,5:50 AM,,10.0,South,18.5,180
Unknown,2011-04-02 05:20:00,10.0,,-,77,N/A,1010,14.0,,,6:20 AM,,10.0,SSW,13.0,210
Clear,2011-04-02 05:50:00,10.0,,-,77,N/A,1010,14.0,,,6:50 AM,,-9999.0,South,20.4,190
Clear,2011-04-02 06:20:00,10.0,,-,77,N/A,1009,14.0,,,7:20 AM,,-9999.0,South,18.5,180
Clear,2011-04-02 06:50:00,10.0,,-,77,N/A,1009,14.0,,,7:50 AM,,-9999.0,SSE,20.4,160
Clear,2011-04-02 07:50:00,10.0,,-,68,N/A,1008,16.0,,,8:50 AM,,-9999.0,SSE,22.2,160
Clear,2011-04-02 08:20:00,11.0,,-,68,N/A,1008,17.0,,,9:20 AM,,-9999.0,South,18.5,180
Clear,2011-04-02 08:50:00,10.0,,-,63,N/A,1008,17.0,,,9:50 AM,,-9999.0,South,16.7,190
Clear,2011-04-02 09:20:00,10.0,,-,63,N/A,1008,17.0,,,10:20 AM,,-9999.0,SSW,22.2,200
Partly Cloudy,2011-04-02 09:50:00,10.0,,-,63,N/A,1008,17.0,,,10:50 AM,,10.0,SSW,22.2,210
Partly Cloudy,2011-04-02 10:50:00,10.0,,-,59,N/A,1008,18.0,,,11:50 AM,,10.0,SSW,14.8,210
Clear,2011-04-02 11:20:00,10.0,,-,59,N/A,1008,18.0,,,12:20 PM,,-9999.0,SW,16.7,230
Unknown,2011-04-02 11:50:00,10.0,,-,56,N/A,1008,19.0,,,12:50 PM,,10.0,WSW,20.4,240
Unknown,2011-04-02 12:20:00,11.0,,-,64,N/A,1008,18.0,,,1:20 PM,,10.0,WSW,20.4,250
Unknown,2011-04-02 12:50:00,10.0,,-,59,N/A,1008,18.0,,,1:50 PM,,10.0,West,24.1,260
Unknown,2011-04-02 13:20:00,11.0,,-,60,N/A,1008,19.0,,,2:20 PM,,10.0,West,20.4,270
Partly Cloudy,2011-04-02 13:50:00,10.0,,-,59,N/A,1008,18.0,,,2:50 PM,,10.0,West,18.5,260
Partly Cloudy,2011-04-02 14:20:00,10.0,,-,59,N/A,1009,18.0,,,3:20 PM,,10.0,West,18.5,260
Partly Cloudy,2011-04-02 14:50:00,10.0,,-,59,N/A,1009,18.0,,,3:50 PM,,10.0,West,18.5,260
Unknown,2011-04-02 15:20:00,9.0,,-,59,N/A,1009,17.0,,,4:20 PM,,10.0,WSW,18.5,250
Partly Cloudy,2011-04-02 15:50:00,9.0,,-,56,N/A,1009,18.0,,,4:50 PM,,10.0,West,16.7,260
Partly Cloudy,2011-04-02 16:20:00,8.0,,-,55,N/A,1009,17.0,,,5:20 PM,,10.0,WSW,14.8,250
Scattered Clouds,2011-04-02 16:50:00,9.0,,-,59,N/A,1010,17.0,,,5:50 PM,,10.0,West,18.5,260
Scattered Clouds,2011-04-02 17:20:00,9.0,,-,63,N/A,1010,16.0,,,6:20 PM,,10.0,West,16.7,270
Partly Cloudy,2011-04-02 17:50:00,8.0,,-,59,N/A,1010,16.0,,,6:50 PM,,10.0,West,14.8,270
Scattered Clouds,2011-04-02 18:20:00,8.0,,-,59,N/A,1011,16.0,,,7:20 PM,,10.0,West,18.5,260
Unknown,2011-04-02 18:50:00,6.0,,-,55,N/A,1011,15.0,,,7:50 PM,,10.0,West,16.7,260
Unknown,2011-04-02 19:20:00,5.0,,-,51,N/A,1011,15.0,,,8:20 PM,,10.0,West,18.5,270
Unknown,2011-04-02 19:50:00,5.0,,-,55,N/A,1012,14.0,,,8:50 PM,,10.0,West,16.7,270
Unknown,2011-04-02 20:20:00,6.0,,-,59,N/A,1012,14.0,,,9:20 PM,,10.0,West,16.7,280
Unknown,2011-04-02 20:50:00,5.0,,-,58,N/A,1012,13.0,,,9:50 PM,,10.0,West,13.0,270
Unknown,2011-04-02 21:20:00,5.0,,-,58,N/A,1012,13.0,,,10:20 PM,,10.0,West,14.8,280
Unknown,2011-04-02 21:50:00,5.0,,-,58,N/A,1013,13.0,,,10:50 PM,,10.0,West,16.7,280
Unknown,2011-04-02 22:20:00,5.0,,-,62,N/A,1013,12.0,,,11:20 PM,,10.0,West,14.8,270
Unknown,2011-04-02 22:50:00,5.0,,-,62,N/A,1013,12.0,,,11:50 PM,,10.0,WNW,13.0,290
Unknown,2011-04-24 23:20:00,9.0,,-,77,N/A,1022,13.0,,,12:20 AM,,8.0,NNE,7.4,30
Unknown,2011-04-24 23:50:00,9.0,,-,77,N/A,1022,13.0,,,12:50 AM,,8.0,NNE,7.4,30
Unknown,2011-04-25 00:20:00,9.0,,-,77,N/A,1022,13.0,,,1:20 AM,,8.0,Variable,5.6,0
Unknown,2011-04-25 00:50:00,9.0,,-,82,N/A,1022,12.0,,,1:50 AM,,8.0,Calm,Calm,0
Unknown,2011-04-25 01:20:00,9.0,,-,82,N/A,1022,12.0,,,2:20 AM,,8.0,Variable,5.6,0
Unknown,2011-04-25 01:50:00,9.0,,-,82,N/A,1022,12.0,,,2:50 AM,,7.0,North,5.6,10
Unknown,2011-04-25 02:20:00,9.0,,-,82,N/A,1022,12.0,,,3:20 AM,,7.0,Variable,5.6,0
Unknown,2011-04-25 02:50:00,9.0,,-,82,N/A,1022,12.0,,,3:50 AM,,7.0,North,3.7,350
Unknown,2011-04-25 03:20:00,9.0,,-,88,N/A,1022,11.0,,,4:20 AM,,7.0,Variable,3.7,0
Unknown,2011-04-25 03:50:00,9.0,,-,88,N/A,1022,11.0,,,4:50 AM,,7.0,Variable,5.6,0
Unknown,2011-04-25 04:20:00,9.0,,-,88,N/A,1023,11.0,,,5:20 AM,,8.0,Variable,5.6,0
Unknown,2011-04-25 04:50:00,8.0,,-,87,N/A,1023,10.0,,,5:50 AM,,10.0,NNW,7.4,340
Unknown,2011-04-25 05:20:00,8.0,,-,87,N/A,1023,10.0,,,6:20 AM,,10.0,Variable,5.6,0
Unknown,2011-04-25 05:50:00,8.0,,-,87,N/A,1023,10.0,,,6:50 AM,,10.0,Variable,5.6,0
Unknown,2011-04-25 06:20:00,8.0,,-,82,N/A,1024,11.0,,,7:20 AM,,10.0,Variable,5.6,0
Unknown,2011-04-25 06:50:00,7.0,,-,76,N/A,1024,11.0,,,7:50 AM,,10.0,NW,7.4,320
Clear,2011-04-25 07:20:00,7.0,,-,72,N/A,1024,12.0,,,8:20 AM,,-9999.0,NNW,7.4,330
Clear,2011-04-25 07:50:00,5.0,,-,58,N/A,1024,13.0,,,8:50 AM,,-9999.0,North,7.4,350
Clear,2011-04-25 08:20:00,5.0,,-,55,N/A,1024,14.0,,,9:20 AM,,-9999.0,North,7.4,350
Clear,2011-04-25 08:50:00,5.0,,-,51,N/A,1024,15.0,,,9:50 AM,,-9999.0,North,9.3,360
Clear,2011-04-25 09:20:00,5.0,,-,51,N/A,1024,15.0,,,10:20 AM,,-9999.0,North,11.1,350
Clear,2011-04-25 09:50:00,6.0,,-,52,N/A,1023,16.0,,,10:50 AM,,-9999.0,North,13.0,350
Clear,2011-04-25 10:20:00,6.0,,-,48,N/A,1023,17.0,,,11:20 AM,,-9999.0,North,13.0,350
Clear,2011-04-25 10:50:00,6.0,,-,45,N/A,1023,18.0,,,11:50 AM,,-9999.0,NNW,13.0,330
Clear,2011-04-25 11:20:00,6.0,,-,45,N/A,1023,18.0,,,12:20 PM,,-9999.0,NNW,16.7,330
Clear,2011-04-25 11:50:00,5.0,,-,40,N/A,1023,19.0,,,12:50 PM,,-9999.0,NNW,14.8,340
Clear,2011-04-25 12:20:00,6.0,,-,43,N/A,1023,19.0,,,1:20 PM,,-9999.0,NNW,16.7,340
Clear,2011-04-25 12:50:00,6.0,,-,43,N/A,1023,19.0,,,1:50 PM,,-9999.0,NNW,20.4,340
Clear,2011-04-25 13:20:00,7.0,,-,43,N/A,1023,20.0,,,2:20 PM,,-9999.0,NNW,20.4,330
Clear,2011-04-25 13:50:00,6.0,,-,40,N/A,1022,20.0,,,2:50 PM,,-9999.0,NNW,18.5,340
Clear,2011-04-25 14:20:00,6.0,,-,40,N/A,1022,20.0,,,3:20 PM,,-9999.0,North,20.4,10
Clear,2011-04-25 14:50:00,7.0,,-,43,N/A,1022,20.0,,,3:50 PM,,-9999.0,North,18.5,10
Clear,2011-04-25 15:20:00,7.0,,-,46,N/A,1022,19.0,,,4:20 PM,,-9999.0,North,18.5,360
Clear,2011-04-25 15:50:00,7.0,,-,46,N/A,1022,19.0,,,4:50 PM,,-9999.0,North,20.4,350
Clear,2011-04-25 16:20:00,6.0,,-,43,N/A,1023,19.0,,,5:20 PM,,-9999.0,North,20.4,350
Clear,2011-04-25 16:50:00,6.0,,-,45,N/A,1023,18.0,,,5:50 PM,,-9999.0,North,20.4,350
Clear,2011-04-25 17:20:00,5.0,,-,45,N/A,1023,17.0,,,6:20 PM,,-9999.0,North,16.7,350
Clear,2011-04-25 17:50:00,6.0,,-,48,N/A,1023,17.0,,,6:50 PM,,-9999.0,North,16.7,360
Clear,2011-04-25 18:20:00,6.0,,-,52,N/A,1023,16.0,,,7:20 PM,,-9999.0,North,14.8,360
Clear,2011-04-25 18:50:00,6.0,,-,55,N/A,1024,15.0,,,7:50 PM,,-9999.0,North,18.5,360
Clear,2011-04-25 19:20:00,6.0,,-,59,N/A,1024,14.0,,,8:20 PM,,-9999.0,North,13.0,360
Clear,2011-04-25 19:50:00,5.0,,-,55,N/A,1024,14.0,,,8:50 PM,,-9999.0,North,13.0,350
Unknown,2011-04-25 20:20:00,4.0,,-,54,N/A,1025,13.0,,,9:20 PM,,10.0,North,13.0,10
Unknown,2011-04-25 20:50:00,5.0,,-,58,N/A,1025,13.0,,,9:50 PM,,10.0,North,13.0,10
Unknown,2011-04-25 21:20:00,6.0,,-,63,N/A,1025,13.0,,,10:20 PM,,10.0,NNE,9.3,20
Unknown,2011-04-25 21:50:00,6.0,,-,67,N/A,1025,12.0,,,10:50 PM,,10.0,NNE,7.4,20
Unknown,2011-04-25 22:20:00,6.0,,-,67,N/A,1025,12.0,,,11:20 PM,,10.0,North,11.1,10
Unknown,2011-04-25 22:50:00,7.0,,-,76,N/A,1025,11.0,,,11:50 PM,,10.0,North,11.1,10
Mist,2011-03-26 00:20:00,6.0,,-,93,N/A,1016,7.0,,,,12:20 AM,2.8,East,9.3,90
Mist,2011-03-26 00:50:00,6.0,,-,93,N/A,1016,7.0,,,,12:50 AM,3.0,East,9.3,80
Mostly Cloudy,2011-03-26 01:20:00,6.0,,-,93,N/A,1016,7.0,,,,1:20 AM,2.5,East,9.3,90
Mostly Cloudy,2011-03-26 01:50:00,6.0,,-,87,N/A,1016,8.0,,,,1:50 AM,2.5,ENE,9.3,70
Mist,2011-03-26 02:20:00,6.0,,-,93,N/A,1016,7.0,,,,2:20 AM,2.0,East,7.4,90
Mist,2011-03-26 02:50:00,6.0,,-,93,N/A,1016,7.0,,,,2:50 AM,2.1,ENE,7.4,70
Partly Cloudy,2011-03-26 03:20:00,6.0,,-,93,N/A,1015,7.0,,,,3:20 AM,2.1,NE,5.6,50
Mist,2011-03-26 03:50:00,6.0,,-,93,N/A,1015,7.0,,,,3:50 AM,1.9,ENE,5.6,70
Mist,2011-03-26 04:20:00,6.0,,-,93,N/A,1015,7.0,,,,4:20 AM,1.9,NE,5.6,50
Mist,2011-03-26 04:50:00,6.0,,-,93,N/A,1015,7.0,,,,4:50 AM,2.0,NE,5.6,40
Mist,2011-03-26 05:20:00,5.0,,-,93,N/A,1015,6.0,,,,5:20 AM,2.6,Variable,3.7,0
Mist,2011-03-26 05:50:00,5.0,,-,93,N/A,1015,6.0,,,,5:50 AM,2.7,ENE,5.6,70
Mist,2011-03-26 06:20:00,6.0,,-,93,N/A,1015,7.0,,,,6:20 AM,2.5,ENE,5.6,60
Mist,2011-03-26 06:50:00,6.0,,-,93,N/A,1015,7.0,,,,6:50 AM,2.8,ENE,7.4,60
Mist,2011-03-26 07:20:00,6.0,,-,93,N/A,1015,7.0,,,,7:20 AM,-9999.0,ENE,7.4,70
Mist,2011-03-26 07:50:00,6.0,,-,87,N/A,1015,8.0,,,,7:50 AM,-9999.0,East,9.3,90
Mist,2011-03-26 08:20:00,6.0,,-,87,N/A,1015,8.0,,,,8:20 AM,-9999.0,East,9.3,80
Mist,2011-03-26 08:50:00,6.0,,-,87,N/A,1015,8.0,,,,8:50 AM,-9999.0,ENE,13.0,70
Haze,2011-03-26 09:20:00,7.0,,-,87,N/A,1015,9.0,,,,9:20 AM,3.5,East,11.1,80
Haze,2011-03-26 09:50:00,7.0,,-,82,N/A,1015,10.0,,,,9:50 AM,-9999.0,East,13.0,80
Mist,2011-03-26 10:20:00,8.0,,-,82,N/A,1015,11.0,,,,10:20 AM,5.0,East,13.0,90
Haze,2011-03-26 10:50:00,7.0,,-,76,N/A,1015,11.0,,,,10:50 AM,5.0,East,14.8,80
Haze,2011-03-26 11:20:00,8.0,,-,77,N/A,1015,12.0,,,,11:20 AM,5.0,East,14.8,90
Mostly Cloudy,2011-03-26 11:50:00,7.0,,-,76,N/A,1015,11.0,,,,11:50 AM,5.0,East,16.7,80
Partly Cloudy,2011-03-26 12:50:00,7.0,,-,72,N/A,1015,12.0,,,,12:50 PM,-9999.0,East,16.7,100
Partly Cloudy,2011-03-26 13:20:00,7.0,,-,72,N/A,1015,12.0,,,,1:20 PM,5.0,East,16.7,100
Mist,2011-03-26 13:50:00,6.0,,-,71,N/A,1015,11.0,,,,1:50 PM,5.0,East,20.4,100
Scattered Clouds,2011-03-26 14:20:00,7.0,,-,76,N/A,1015,11.0,,,,2:20 PM,5.0,East,22.2,100
Partly Cloudy,2011-03-26 14:50:00,7.0,,-,76,N/A,1014,11.0,,,,2:50 PM,7.0,East,22.2,90
Unknown,2011-03-26 15:20:00,6.0,,-,76,N/A,1014,10.0,,,,3:20 PM,9.0,East,24.1,80
Unknown,2011-03-26 15:50:00,6.0,,-,76,N/A,1014,10.0,,,,3:50 PM,9.0,East,25.9,80
Partly Cloudy,2011-03-26 16:20:00,5.0,,-,76,N/A,1014,9.0,,,,4:20 PM,10.0,East,27.8,80
Unknown,2011-03-26 16:50:00,5.0,,-,76,N/A,1014,9.0,,,,4:50 PM,10.0,East,24.1,80
Partly Cloudy,2011-03-26 17:20:00,5.0,,-,81,N/A,1015,8.0,,,,5:20 PM,10.0,East,24.1,80
Partly Cloudy,2011-03-26 17:50:00,5.0,,-,81,N/A,1015,8.0,,,,5:50 PM,10.0,East,27.8,80
Unknown,2011-03-26 18:20:00,4.0,,-,76,N/A,1015,8.0,,,,6:20 PM,10.0,ENE,24.1,70
Partly Cloudy,2011-03-26 18:50:00,4.0,,-,76,N/A,1015,8.0,,,,6:50 PM,10.0,East,24.1,80
Unknown,2011-03-26 19:20:00,5.0,,-,81,N/A,1015,8.0,,,,7:20 PM,10.0,East,24.1,80
Partly Cloudy,2011-03-26 19:50:00,5.0,,-,87,N/A,1015,7.0,,,,7:50 PM,10.0,East,22.2,80
Scattered Clouds,2011-03-26 20:20:00,5.0,,-,87,N/A,1016,7.0,,,,8:20 PM,10.0,East,24.1,80
Mostly Cloudy,2011-03-26 20:50:00,5.0,,-,87,N/A,1016,7.0,,,,8:50 PM,9.0,East,22.2,80
Overcast,2011-03-26 21:20:00,5.0,,-,87,N/A,1016,7.0,,,,9:20 PM,7.0,East,18.5,80
Overcast,2011-03-26 21:50:00,5.0,,-,87,N/A,1016,7.0,,,,9:50 PM,6.0,East,22.2,80
Mostly Cloudy,2011-03-26 22:20:00,5.0,,-,87,N/A,1015,7.0,,,,10:20 PM,5.0,East,18.5,80
Overcast,2011-03-26 22:50:00,5.0,,-,87,N/A,1015,7.0,,,,10:50 PM,5.0,ENE,16.7,70
Mostly Cloudy,2011-03-26 23:20:00,5.0,,-,87,N/A,1015,7.0,,,,11:20 PM,5.0,ENE,16.7,70
Mostly Cloudy,2011-03-26 23:50:00,5.0,,-,87,N/A,1015,7.0,,,,11:50 PM,5.0,East,20.4,80
Overcast,2011-03-05 00:20:00,0.0,,-,87,N/A,1032,2.0,,,,12:20 AM,6.0,NNE,7.4,30
Overcast,2011-03-05 00:50:00,-1.0,,-,81,N/A,1032,2.0,,,,12:50 AM,6.0,NNE,9.3,20
Overcast,2011-03-05 01:20:00,-1.0,,-,87,N/A,1031,1.0,,,,1:20 AM,6.0,NNE,7.4,20
Overcast,2011-03-05 01:50:00,0.0,,-,87,N/A,1031,2.0,,,,1:50 AM,6.0,North,5.6,10
Mostly Cloudy,2011-03-05 02:20:00,0.0,,-,87,N/A,1031,2.0,,,,2:20 AM,6.0,NNE,7.4,20
Mostly Cloudy,2011-03-05 02:50:00,-1.0,,-,81,N/A,1031,2.0,,,,2:50 AM,7.0,NE,13.0,40
Mostly Cloudy,2011-03-05 03:20:00,-1.0,,-,87,N/A,1031,1.0,,,,3:20 AM,6.0,NNE,13.0,30
Mostly Cloudy,2011-03-05 03:50:00,-1.0,,-,87,N/A,1031,1.0,,,,3:50 AM,7.0,NE,14.8,40
Overcast,2011-03-05 04:20:00,-1.0,,-,87,N/A,1031,1.0,,,,4:20 AM,8.0,ENE,14.8,60
Overcast,2011-03-05 04:50:00,-2.0,,-,81,N/A,1031,1.0,,,,4:50 AM,8.0,NNE,9.3,30
Mostly Cloudy,2011-03-05 05:20:00,-2.0,,-,87,N/A,1031,0.0,,,,5:20 AM,8.0,NE,13.0,50
Mostly Cloudy,2011-03-05 05:50:00,-2.0,,-,87,N/A,1031,0.0,,,,5:50 AM,8.0,NNE,11.1,30
Overcast,2011-03-05 06:20:00,-2.0,,-,81,N/A,1031,1.0,,,,6:20 AM,10.0,North,7.4,10
Mostly Cloudy,2011-03-05 07:20:00,-1.0,,-,87,N/A,1031,1.0,,,,7:20 AM,10.0,Variable,3.7,0
Mostly Cloudy,2011-03-05 07:50:00,-1.0,,-,81,N/A,1031,2.0,,,,7:50 AM,10.0,Variable,3.7,0
Overcast,2011-03-05 08:20:00,-1.0,,-,81,N/A,1031,2.0,,,,8:20 AM,10.0,North,7.4,10
Mostly Cloudy,2011-03-05 08:50:00,-1.0,,-,81,N/A,1031,2.0,,,,8:50 AM,10.0,North,9.3,10
Mostly Cloudy,2011-03-05 09:20:00,0.0,,-,81,N/A,1031,3.0,,,,9:20 AM,10.0,NE,7.4,50
Mostly Cloudy,2011-03-05 09:50:00,0.0,,-,81,N/A,1031,3.0,,,,9:50 AM,10.0,NE,11.1,40
Mostly Cloudy,2011-03-05 10:20:00,0.0,,-,75,N/A,1031,4.0,,,,10:20 AM,10.0,NNE,11.1,30
Mostly Cloudy,2011-03-05 10:50:00,0.0,,-,75,N/A,1031,4.0,,,,10:50 AM,10.0,NE,13.0,40
Mostly Cloudy,2011-03-05 11:20:00,0.0,,-,75,N/A,1031,4.0,,,,11:20 AM,10.0,NE,11.1,50
Mostly Cloudy,2011-03-05 11:50:00,1.0,,-,76,N/A,1031,5.0,,,,11:50 AM,10.0,NNE,13.0,30
Mostly Cloudy,2011-03-05 12:20:00,1.0,,-,76,N/A,1030,5.0,,,,12:20 PM,10.0,NE,14.8,50
Mostly Cloudy,2011-03-05 12:50:00,1.0,,-,70,N/A,1030,6.0,,,,12:50 PM,10.0,ENE,13.0,60
Scattered Clouds,2011-03-05 13:20:00,1.0,,-,66,N/A,1030,7.0,,,,1:20 PM,10.0,East,13.0,80
